tran_id,stroe_id,member_id,date
2021-08-26T09-51-44-079077_21,1,1061,2021-08-26
2021-08-26T09-51-44-079077_22,3,1031,2021-08-26
2021-08-27T09-51-44-080077_1,1,1032,2021-08-27
2021-08-27T09-51-44-080077_2,2,1042,2021-08-27
2021-08-27T09-51-44-080077_3,2,1046,2021-08-27
2021-08-27T09-51-44-080077_4,3,1013,2021-08-27
2021-08-27T09-51-44-081077_5,1,1044,2021-08-27
2021-08-27T09-51-44-081077_6,3,1086,2021-08-27
2021-08-27T09-51-44-081077_7,1,1059,2021-08-27
2021-08-27T09-51-44-081077_8,2,1083,2021-08-27
2021-08-27T09-51-44-082076_8,2,1083,2021-08-27
2021-08-27T09-51-44-082076_9,3,1027,2021-08-27
2021-08-27T09-51-44-082076_10,3,1057,2021-08-27
2021-08-27T09-51-44-082076_11,2,1084,2021-08-27
2021-08-27T09-51-44-082076_12,1,1034,2021-08-27
2021-08-27T09-51-44-083075_12,1,1034,2021-08-27
2021-08-27T09-51-44-083075_13,3,1004,2021-08-27
2021-08-27T09-51-44-083075_14,2,1085,2021-08-27
2021-08-27T09-51-44-084075_15,1,1011,2021-08-27
2021-08-27T09-51-44-084075_16,1,1035,2021-08-27
2021-08-27T09-51-44-085077_17,1,1066,2021-08-27
2021-08-27T09-51-44-085077_18,2,1009,2021-08-27
2021-08-27T09-51-44-085077_19,2,1050,2021-08-27
2021-08-27T09-51-44-086077_19,2,1050,2021-08-27
2021-08-27T09-51-44-086077_20,2,1079,2021-08-27
2021-08-27T09-51-44-086077_21,3,1075,2021-08-27
2021-08-27T09-51-44-086077_22,2,1054,2021-08-27
2021-08-27T09-51-44-087075_22,2,1054,2021-08-27
2021-08-27T09-51-44-087075_23,3,1093,2021-08-27
2021-08-27T09-51-44-087075_24,3,1071,2021-08-27
2021-08-27T09-51-44-088076_24,3,1071,2021-08-27
2021-08-27T09-51-44-088076_25,1,1008,2021-08-27
2021-08-27T09-51-44-088076_26,1,1040,2021-08-27
2021-08-27T09-51-44-088766_28,1,1069,2021-08-27
2021-08-27T09-51-44-088846_28,1,1069,2021-08-27
2021-08-27T09-51-44-088846_30,2,1048,2021-08-27
2021-08-27T09-51-44-088846_31,1,1078,2021-08-27
2021-08-27T09-51-44-088846_32,1,1012,2021-08-27
2021-08-27T09-51-44-089846_34,2,1033,2021-08-27
2021-08-27T09-51-44-089846_35,2,1003,2021-08-27
2021-08-27T09-51-44-089846_36,3,1024,2021-08-27
2021-08-27T09-51-44-089846_38,3,1095,2021-08-27
2021-08-27T09-51-44-090846_38,3,1095,2021-08-27
2021-08-27T09-51-44-090846_41,3,1028,2021-08-27
2021-08-28T09-51-44-090846_1,3,1024,2021-08-28
2021-08-28T09-51-44-090846_2,2,1003,2021-08-28
2021-08-28T09-51-44-091847_2,2,1003,2021-08-28
2021-08-28T09-51-44-091847_3,1,1031,2021-08-28
2021-08-28T09-51-44-091847_4,1,1079,2021-08-28
2021-08-28T09-51-44-091847_5,1,1050,2021-08-28
2021-08-28T09-51-44-091847_6,1,1075,2021-08-28
2021-08-28T09-51-44-091847_7,2,1062,2021-08-28
2021-08-28T09-51-44-091847_8,1,1047,2021-08-28
2021-08-28T09-51-44-091847_9,1,1033,2021-08-28
2021-08-28T09-51-44-091847_10,1,1077,2021-08-28
2021-08-28T09-51-44-092843_10,1,1077,2021-08-28
2021-08-28T09-51-44-092843_12,2,1081,2021-08-28
2021-08-28T09-51-44-092843_13,3,1064,2021-08-28
2021-08-28T09-51-44-092843_15,3,1034,2021-08-28
2021-08-28T09-51-44-093970_15,3,1034,2021-08-28
2021-08-28T09-51-44-093970_16,3,1100,2021-08-28
2021-08-28T09-51-44-093970_17,1,1089,2021-08-28
2021-08-28T09-51-44-093970_18,3,1018,2021-08-28
2021-08-28T09-51-44-093970_19,2,1011,2021-08-28
2021-08-28T09-51-44-093970_20,2,1071,2021-08-28
2021-08-28T09-51-44-094965_21,2,1094,2021-08-28
2021-08-28T09-51-44-094965_22,3,1039,2021-08-28
2021-08-28T09-51-44-094965_23,3,1021,2021-08-28
2021-08-28T09-51-44-094965_24,2,1020,2021-08-28
2021-08-28T09-51-44-094965_25,3,1093,2021-08-28
2021-08-28T09-51-44-094965_26,3,1007,2021-08-28
2021-08-28T09-51-44-095969_26,3,1007,2021-08-28
2021-08-28T09-51-44-095969_27,2,1049,2021-08-28
2021-08-28T09-51-44-095969_29,3,1074,2021-08-28
2021-08-28T09-51-44-095969_30,3,1043,2021-08-28
2021-08-28T09-51-44-095969_32,3,1005,2021-08-28
2021-08-28T09-51-44-095969_34,1,1042,2021-08-28
2021-08-28T09-51-44-095969_35,2,1025,2021-08-28
2021-08-28T09-51-44-095969_37,1,1030,2021-08-28
2021-08-28T09-51-44-096965_37,1,1030,2021-08-28
2021-08-28T09-51-44-096965_38,1,1087,2021-08-28
2021-08-28T09-51-44-096965_39,2,1054,2021-08-28
2021-08-28T09-51-44-096965_40,1,1076,2021-08-28
2021-08-29T09-51-44-096965_1,3,1036,2021-08-29
2021-08-29T09-51-44-097964_1,3,1036,2021-08-29
2021-08-29T09-51-44-097964_2,1,1030,2021-08-29
2021-08-29T09-51-44-097964_3,2,1038,2021-08-29
2021-08-29T09-51-44-097964_4,2,1100,2021-08-29
2021-08-29T09-51-44-098967_4,2,1100,2021-08-29
2021-08-29T09-51-44-098967_5,3,1008,2021-08-29
2021-08-29T09-51-44-098967_6,2,1019,2021-08-29
2021-08-29T09-51-44-098967_7,2,1053,2021-08-29
2021-08-29T09-51-44-098967_8,1,1084,2021-08-29
2021-08-29T09-51-44-098967_9,2,1055,2021-08-29
2021-08-29T09-51-44-098967_10,1,1063,2021-08-29
2021-08-29T09-51-44-098967_11,2,1096,2021-08-29
2021-08-29T09-51-44-100035_11,2,1096,2021-08-29
2021-08-29T09-51-44-100105_11,2,1096,2021-08-29
2021-08-29T09-51-44-100105_12,2,1032,2021-08-29
2021-08-29T09-51-44-100105_14,3,1011,2021-08-29
2021-08-29T09-51-44-100105_15,1,1074,2021-08-29
2021-08-29T09-51-44-100105_16,2,1031,2021-08-29
2021-08-29T09-51-44-100105_17,1,1077,2021-08-29
2021-08-30T09-51-44-100105_1,3,1093,2021-08-30
2021-08-30T09-51-44-100105_3,1,1091,2021-08-30
2021-08-30T09-51-44-100105_4,3,1041,2021-08-30
2021-08-30T09-51-44-100105_5,3,1067,2021-08-30
2021-08-30T09-51-44-100105_6,1,1069,2021-08-30
2021-08-30T09-51-44-100105_7,3,1066,2021-08-30
2021-08-30T09-51-44-101109_7,3,1066,2021-08-30
2021-08-30T09-51-44-101109_8,1,1075,2021-08-30
2021-08-30T09-51-44-101109_10,2,1038,2021-08-30
2021-08-30T09-51-44-101109_11,2,1094,2021-08-30
2021-08-30T09-51-44-102106_12,2,1036,2021-08-30
2021-08-30T09-51-44-102106_13,1,1025,2021-08-30
2021-08-30T09-51-44-102106_14,3,1027,2021-08-30
2021-08-30T09-51-44-102106_15,3,1021,2021-08-30
2021-08-30T09-51-44-102106_16,2,1095,2021-08-30
2021-08-30T09-51-44-102106_17,1,1019,2021-08-30
2021-08-30T09-51-44-103108_18,3,1049,2021-08-30
2021-08-30T09-51-44-103108_19,1,1040,2021-08-30
2021-08-30T09-51-44-103108_20,3,1037,2021-08-30
2021-08-30T09-51-44-103108_21,1,1013,2021-08-30
2021-08-30T09-51-44-103108_22,1,1001,2021-08-30
2021-08-31T09-51-44-103108_1,3,1070,2021-08-31
2021-08-31T09-51-44-103108_2,3,1075,2021-08-31
2021-08-31T09-51-44-103108_3,2,1081,2021-08-31
2021-08-31T09-51-44-103108_4,2,1003,2021-08-31
2021-08-31T09-51-44-104108_4,2,1003,2021-08-31
2021-08-31T09-51-44-104108_5,3,1077,2021-08-31
2021-08-31T09-51-44-104108_6,3,1027,2021-08-31
2021-08-31T09-51-44-105106_6,3,1027,2021-08-31
2021-08-31T09-51-44-105182_6,3,1027,2021-08-31
2021-08-31T09-51-44-105252_6,3,1027,2021-08-31
2021-08-31T09-51-44-105252_7,3,1061,2021-08-31
2021-08-31T09-51-44-105252_8,2,1050,2021-08-31
2021-08-31T09-51-44-106249_9,2,1056,2021-08-31
2021-08-31T09-51-44-106249_10,3,1084,2021-08-31
2021-08-31T09-51-44-106249_11,2,1041,2021-08-31
2021-08-31T09-51-44-106249_12,3,1031,2021-08-31
2021-08-31T09-51-44-106249_13,2,1045,2021-08-31
2021-08-31T09-51-44-106249_14,1,1062,2021-08-31
2021-08-31T09-51-44-107253_14,1,1062,2021-08-31
2021-08-31T09-51-44-107253_16,2,1043,2021-08-31
2021-08-31T09-51-44-107253_17,1,1002,2021-08-31
2021-08-31T09-51-44-107253_19,1,1054,2021-08-31
2021-08-31T09-51-44-107253_20,2,1026,2021-08-31
2021-08-31T09-51-44-108248_21,3,1044,2021-08-31
2021-08-31T09-51-44-108248_22,2,1097,2021-08-31
2021-08-31T09-51-44-108248_23,1,1008,2021-08-31
2021-08-31T09-51-44-108248_24,3,1035,2021-08-31
2021-08-31T09-51-44-108248_26,2,1013,2021-08-31
2021-08-31T09-51-44-108248_28,1,1022,2021-08-31
2021-08-31T09-51-44-108248_30,3,1100,2021-08-31
2021-08-31T09-51-44-109249_30,3,1100,2021-08-31
2021-08-31T09-51-44-109249_31,2,1033,2021-08-31
2021-08-31T09-51-44-109249_32,3,1079,2021-08-31
2021-08-31T09-51-44-109249_33,2,1099,2021-08-31
2021-08-31T09-51-44-109249_34,3,1091,2021-08-31
2021-08-31T09-51-44-109249_35,1,1001,2021-08-31
2021-08-31T09-51-44-109249_38,2,1029,2021-08-31
2021-09-01T09-51-44-109249_1,3,1030,2021-09-01
2021-09-01T09-51-44-110251_1,3,1030,2021-09-01
2021-09-01T09-51-44-110251_2,2,1088,2021-09-01
2021-09-01T09-51-44-110251_3,2,1084,2021-09-01
2021-09-01T09-51-44-110251_4,1,1051,2021-09-01
2021-09-01T09-51-44-110251_5,1,1033,2021-09-01
2021-09-01T09-51-44-110251_6,1,1068,2021-09-01
2021-09-01T09-51-44-110251_7,2,1097,2021-09-01
2021-09-01T09-51-44-110251_8,3,1087,2021-09-01
2021-09-02T09-51-44-111317_1,2,1062,2021-09-02
2021-09-02T09-51-44-111383_1,2,1062,2021-09-02
2021-09-02T09-51-44-111383_2,1,1079,2021-09-02
2021-09-02T09-51-44-111383_3,1,1057,2021-09-02
2021-09-02T09-51-44-111383_4,2,1089,2021-09-02
2021-09-02T09-51-44-111383_5,2,1014,2021-09-02
2021-09-02T09-51-44-112383_5,2,1014,2021-09-02
2021-09-02T09-51-44-112383_6,3,1025,2021-09-02
2021-09-02T09-51-44-112383_7,2,1046,2021-09-02
2021-09-02T09-51-44-112383_8,1,1010,2021-09-02
2021-09-02T09-51-44-112383_9,3,1099,2021-09-02
2021-09-02T09-51-44-112383_10,1,1021,2021-09-02
2021-09-02T09-51-44-112383_11,3,1040,2021-09-02
2021-09-02T09-51-44-112383_12,3,1080,2021-09-02
2021-09-02T09-51-44-113383_12,3,1080,2021-09-02
2021-09-02T09-51-44-113383_13,2,1006,2021-09-02
2021-09-02T09-51-44-113383_14,2,1072,2021-09-02
2021-09-02T09-51-44-113383_15,2,1005,2021-09-02
2021-09-02T09-51-44-113383_16,3,1022,2021-09-02
2021-09-02T09-51-44-113383_18,2,1003,2021-09-02
2021-09-02T09-51-44-113383_19,2,1052,2021-09-02
2021-09-02T09-51-44-113383_20,1,1058,2021-09-02
2021-09-02T09-51-44-113383_21,2,1035,2021-09-02
2021-09-02T09-51-44-114389_21,2,1035,2021-09-02
2021-09-02T09-51-44-114389_22,1,1070,2021-09-02
2021-09-02T09-51-44-114389_23,3,1093,2021-09-02
2021-09-02T09-51-44-114389_24,2,1041,2021-09-02
2021-09-03T09-51-44-114389_1,1,1030,2021-09-03
2021-09-03T09-51-44-114389_2,1,1067,2021-09-03
2021-09-03T09-51-44-115388_2,1,1067,2021-09-03
2021-09-03T09-51-44-115388_3,1,1085,2021-09-03
2021-09-03T09-51-44-115388_4,2,1098,2021-09-03
2021-09-03T09-51-44-115388_5,1,1077,2021-09-03
2021-09-03T09-51-44-115388_6,3,1074,2021-09-03
2021-09-03T09-51-44-115388_7,2,1065,2021-09-03
2021-09-03T09-51-44-115388_8,1,1063,2021-09-03
2021-09-03T09-51-44-116521_8,1,1063,2021-09-03
2021-09-03T09-51-44-116521_9,3,1090,2021-09-03
2021-09-03T09-51-44-116521_10,1,1081,2021-09-03
2021-09-03T09-51-44-116521_12,2,1066,2021-09-03
2021-09-03T09-51-44-117517_12,2,1066,2021-09-03
2021-09-03T09-51-44-117517_14,3,1076,2021-09-03
2021-09-03T09-51-44-117517_15,3,1014,2021-09-03
2021-09-03T09-51-44-117517_17,1,1010,2021-09-03
2021-09-03T09-51-44-117517_20,3,1097,2021-09-03
2021-09-03T09-51-44-117517_22,2,1020,2021-09-03
2021-09-03T09-51-44-117517_23,3,1092,2021-09-03
2021-09-03T09-51-44-117517_24,3,1032,2021-09-03
2021-09-03T09-51-44-117517_25,2,1012,2021-09-03
2021-09-03T09-51-44-117517_26,3,1043,2021-09-03
2021-09-03T09-51-44-117517_27,3,1083,2021-09-03
2021-09-03T09-51-44-118520_28,1,1061,2021-09-03
2021-09-03T09-51-44-118520_29,2,1011,2021-09-03
2021-09-04T09-51-44-118520_1,1,1005,2021-09-04
2021-09-04T09-51-44-118520_2,3,1001,2021-09-04
2021-09-04T09-51-44-118520_4,1,1077,2021-09-04
2021-09-04T09-51-44-118520_5,2,1016,2021-09-04
2021-09-04T09-51-44-118520_6,2,1097,2021-09-04
2021-09-04T09-51-44-118520_7,2,1008,2021-09-04
2021-09-04T09-51-44-119515_8,3,1063,2021-09-04
2021-09-04T09-51-44-119515_9,2,1003,2021-09-04
2021-09-04T09-51-44-119515_10,1,1027,2021-09-04
2021-09-04T09-51-44-119515_11,1,1052,2021-09-04
2021-09-04T09-51-44-119515_12,3,1100,2021-09-04
2021-09-04T09-51-44-120518_12,3,1100,2021-09-04
2021-09-04T09-51-44-120518_13,2,1034,2021-09-04
2021-09-04T09-51-44-120518_14,2,1033,2021-09-04
2021-09-04T09-51-44-120518_15,2,1045,2021-09-04
2021-09-04T09-51-44-120518_17,3,1041,2021-09-04
2021-09-04T09-51-44-120518_18,2,1042,2021-09-04
2021-09-04T09-51-44-120518_19,1,1087,2021-09-04
2021-09-04T09-51-44-120518_20,1,1014,2021-09-04
2021-09-04T09-51-44-121517_20,1,1014,2021-09-04
2021-09-04T09-51-44-121517_21,2,1070,2021-09-04
2021-09-04T09-51-44-121517_22,3,1012,2021-09-04
2021-09-04T09-51-44-121517_23,3,1058,2021-09-04
2021-09-04T09-51-44-121517_24,1,1050,2021-09-04
2021-09-04T09-51-44-121517_26,1,1080,2021-09-04
2021-09-04T09-51-44-121517_27,1,1051,2021-09-04
2021-09-04T09-51-44-122618_27,1,1051,2021-09-04
2021-09-04T09-51-44-122618_28,2,1071,2021-09-04
2021-09-04T09-51-44-122618_29,3,1074,2021-09-04
2021-09-04T09-51-44-122618_30,1,1059,2021-09-04
2021-09-04T09-51-44-122618_31,2,1049,2021-09-04
2021-09-04T09-51-44-122618_32,3,1091,2021-09-04
2021-09-04T09-51-44-123626_32,3,1091,2021-09-04
2021-09-04T09-51-44-123626_33,3,1079,2021-09-04
2021-09-04T09-51-44-123626_34,1,1093,2021-09-04
2021-09-04T09-51-44-123626_35,2,1031,2021-09-04
2021-09-05T09-51-44-123626_1,2,1051,2021-09-05
2021-09-05T09-51-44-124623_1,2,1051,2021-09-05
2021-09-05T09-51-44-124623_2,3,1032,2021-09-05
2021-09-06T09-51-44-124623_1,3,1048,2021-09-06
2021-09-06T09-51-44-124623_2,1,1064,2021-09-06
2021-09-06T09-51-44-124623_3,2,1033,2021-09-06
2021-09-06T09-51-44-125618_3,2,1033,2021-09-06
2021-09-06T09-51-44-125618_4,2,1058,2021-09-06
2021-09-06T09-51-44-125618_5,2,1080,2021-09-06
2021-09-07T09-51-44-125618_1,1,1096,2021-09-07
2021-09-07T09-51-44-125618_2,3,1042,2021-09-07
2021-09-07T09-51-44-125618_3,1,1014,2021-09-07
2021-09-07T09-51-44-125618_4,1,1097,2021-09-07
2021-09-07T09-51-44-126619_4,1,1097,2021-09-07
2021-09-07T09-51-44-126619_5,1,1004,2021-09-07
2021-09-08T09-51-44-126619_1,1,1058,2021-09-08
2021-09-08T09-51-44-126619_2,3,1085,2021-09-08
2021-09-08T09-51-44-126619_3,1,1039,2021-09-08
2021-09-08T09-51-44-126619_4,2,1011,2021-09-08
2021-09-08T09-51-44-126619_5,3,1028,2021-09-08
2021-09-08T09-51-44-127692_5,3,1028,2021-09-08
2021-09-08T09-51-44-127768_5,3,1028,2021-09-08
2021-09-08T09-51-44-127768_7,1,1060,2021-09-08
2021-09-08T09-51-44-127768_8,3,1088,2021-09-08
2021-09-08T09-51-44-127768_9,2,1050,2021-09-08
2021-09-08T09-51-44-127768_11,2,1003,2021-09-08
2021-09-08T09-51-44-128771_12,3,1065,2021-09-08
2021-09-08T09-51-44-128771_13,1,1084,2021-09-08
2021-09-08T09-51-44-128771_14,3,1021,2021-09-08
2021-09-08T09-51-44-128771_15,1,1051,2021-09-08
2021-09-08T09-51-44-129770_15,1,1051,2021-09-08
2021-09-08T09-51-44-129770_16,1,1046,2021-09-08
2021-09-08T09-51-44-129770_17,3,1048,2021-09-08
2021-09-08T09-51-44-129770_18,3,1009,2021-09-08
2021-09-08T09-51-44-129770_20,1,1064,2021-09-08
2021-09-08T09-51-44-129770_21,3,1012,2021-09-08
2021-09-08T09-51-44-130771_21,3,1012,2021-09-08
2021-09-08T09-51-44-130771_22,3,1095,2021-09-08
2021-09-08T09-51-44-130771_24,3,1089,2021-09-08
2021-09-08T09-51-44-130771_25,1,1078,2021-09-08
2021-09-09T09-51-44-130771_1,3,1082,2021-09-09
2021-09-09T09-51-44-131772_1,3,1082,2021-09-09
2021-09-09T09-51-44-131772_2,3,1025,2021-09-09
2021-09-09T09-51-44-131772_3,2,1089,2021-09-09
2021-09-09T09-51-44-131772_4,2,1077,2021-09-09
2021-09-09T09-51-44-132869_4,2,1077,2021-09-09
2021-09-09T09-51-44-132869_5,3,1045,2021-09-09
2021-09-09T09-51-44-132869_6,3,1062,2021-09-09
2021-09-09T09-51-44-132869_7,1,1086,2021-09-09
2021-09-09T09-51-44-132869_8,2,1067,2021-09-09
2021-09-09T09-51-44-133872_8,2,1067,2021-09-09
2021-09-09T09-51-44-133872_9,1,1038,2021-09-09
2021-09-09T09-51-44-133872_10,2,1058,2021-09-09
2021-09-09T09-51-44-134871_10,2,1058,2021-09-09
2021-09-09T09-51-44-134871_11,2,1022,2021-09-09
2021-09-09T09-51-44-134871_13,3,1050,2021-09-09
2021-09-09T09-51-44-134871_14,2,1034,2021-09-09
2021-09-09T09-51-44-134871_16,2,1021,2021-09-09
2021-09-09T09-51-44-135874_16,2,1021,2021-09-09
2021-09-09T09-51-44-135874_17,3,1012,2021-09-09
2021-09-09T09-51-44-135874_18,1,1090,2021-09-09
2021-09-09T09-51-44-135874_19,1,1035,2021-09-09
2021-09-09T09-51-44-135874_20,1,1093,2021-09-09
2021-09-09T09-51-44-135874_21,3,1052,2021-09-09
2021-09-09T09-51-44-135874_23,1,1057,2021-09-09
2021-09-09T09-51-44-135874_24,3,1094,2021-09-09
2021-09-09T09-51-44-136871_24,3,1094,2021-09-09
2021-09-09T09-51-44-136871_25,3,1030,2021-09-09
2021-09-09T09-51-44-136871_26,3,1075,2021-09-09
2021-09-09T09-51-44-136871_28,3,1081,2021-09-09
2021-09-10T09-51-44-136871_1,1,1010,2021-09-10
2021-09-10T09-51-44-136871_2,2,1096,2021-09-10
2021-09-10T09-51-44-137937_2,2,1096,2021-09-10
2021-09-10T09-51-44-137984_3,1,1001,2021-09-10
2021-09-10T09-51-44-137984_4,2,1058,2021-09-10
2021-09-10T09-51-44-137984_5,2,1037,2021-09-10
2021-09-10T09-51-44-137984_6,1,1065,2021-09-10
2021-09-10T09-51-44-137984_7,2,1007,2021-09-10
2021-09-10T09-51-44-138982_7,2,1007,2021-09-10
2021-09-10T09-51-44-138982_8,2,1084,2021-09-10
2021-09-10T09-51-44-138982_9,2,1045,2021-09-10
2021-09-11T09-51-44-138982_1,2,1058,2021-09-11
2021-09-11T09-51-44-138982_2,3,1015,2021-09-11
2021-09-11T09-51-44-138982_3,2,1057,2021-09-11
2021-09-11T09-51-44-139979_3,2,1057,2021-09-11
2021-09-11T09-51-44-139979_4,2,1073,2021-09-11
2021-09-11T09-51-44-139979_5,3,1082,2021-09-11
2021-09-11T09-51-44-139979_6,3,1006,2021-09-11
2021-09-11T09-51-44-139979_7,3,1012,2021-09-11
2021-09-11T09-51-44-139979_8,3,1056,2021-09-11
2021-09-11T09-51-44-140983_9,3,1031,2021-09-11
2021-09-11T09-51-44-140983_10,1,1091,2021-09-11
2021-09-11T09-51-44-140983_11,2,1079,2021-09-11
2021-09-11T09-51-44-140983_12,1,1024,2021-09-11
2021-09-11T09-51-44-140983_13,2,1028,2021-09-11
2021-09-11T09-51-44-140983_14,1,1042,2021-09-11
2021-09-11T09-51-44-141982_14,1,1042,2021-09-11
2021-09-11T09-51-44-141982_16,1,1035,2021-09-11
2021-09-11T09-51-44-141982_17,2,1040,2021-09-11
2021-09-11T09-51-44-141982_18,1,1094,2021-09-11
2021-09-11T09-51-44-141982_19,1,1034,2021-09-11
2021-09-11T09-51-44-142979_20,3,1029,2021-09-11
2021-09-11T09-51-44-142979_21,3,1064,2021-09-11
2021-09-11T09-51-44-142979_23,3,1075,2021-09-11
2021-09-11T09-51-44-142979_24,3,1033,2021-09-11
2021-09-11T09-51-44-142979_25,2,1099,2021-09-11
2021-09-11T09-51-44-144032_25,2,1099,2021-09-11
2021-09-11T09-51-44-144090_25,2,1099,2021-09-11
2021-09-11T09-51-44-144090_26,3,1061,2021-09-11
2021-09-11T09-51-44-144090_27,1,1001,2021-09-11
2021-09-11T09-51-44-144090_28,3,1097,2021-09-11
2021-09-11T09-51-44-144090_29,1,1041,2021-09-11
2021-09-11T09-51-44-144090_30,3,1089,2021-09-11
2021-09-11T09-51-44-144090_31,1,1048,2021-09-11
2021-09-11T09-51-44-145087_33,2,1066,2021-09-11
2021-09-11T09-51-44-145087_34,2,1030,2021-09-11
2021-09-11T09-51-44-145087_35,1,1013,2021-09-11
2021-09-11T09-51-44-145087_36,1,1010,2021-09-11
2021-09-12T09-51-44-145087_1,3,1015,2021-09-12
2021-09-12T09-51-44-145087_2,1,1094,2021-09-12
2021-09-12T09-51-44-145087_3,2,1099,2021-09-12
2021-09-12T09-51-44-145087_4,1,1060,2021-09-12
2021-09-12T09-51-44-145087_6,3,1056,2021-09-12
2021-09-12T09-51-44-145087_7,3,1035,2021-09-12
2021-09-13T09-51-44-146087_1,3,1058,2021-09-13
2021-09-13T09-51-44-146087_2,1,1079,2021-09-13
2021-09-13T09-51-44-146087_3,2,1032,2021-09-13
2021-09-13T09-51-44-146087_4,1,1037,2021-09-13
2021-09-13T09-51-44-146087_5,3,1080,2021-09-13
2021-09-13T09-51-44-146087_6,3,1029,2021-09-13
2021-09-13T09-51-44-146087_7,2,1095,2021-09-13
2021-09-13T09-51-44-147086_9,1,1018,2021-09-13
2021-09-13T09-51-44-147086_10,2,1081,2021-09-13
2021-09-13T09-51-44-147086_11,3,1012,2021-09-13
2021-09-13T09-51-44-147086_12,1,1054,2021-09-13
2021-09-13T09-51-44-147086_13,2,1044,2021-09-13
2021-09-13T09-51-44-147086_14,1,1057,2021-09-13
2021-09-13T09-51-44-147086_15,1,1097,2021-09-13
2021-09-13T09-51-44-147086_16,3,1076,2021-09-13
2021-09-13T09-51-44-148086_16,3,1076,2021-09-13
2021-09-13T09-51-44-148086_17,3,1060,2021-09-13
2021-09-13T09-51-44-148086_18,3,1092,2021-09-13
2021-09-13T09-51-44-148086_19,3,1061,2021-09-13
2021-09-13T09-51-44-148086_20,3,1026,2021-09-13
2021-09-13T09-51-44-148086_22,2,1098,2021-09-13
2021-09-13T09-51-44-149089_22,2,1098,2021-09-13
2021-09-13T09-51-44-149089_25,3,1003,2021-09-13
2021-09-13T09-51-44-149089_26,2,1085,2021-09-13
2021-09-13T09-51-44-149089_27,2,1067,2021-09-13
2021-09-13T09-51-44-149089_28,3,1066,2021-09-13
2021-09-13T09-51-44-149089_29,3,1034,2021-09-13
2021-09-13T09-51-44-150252_29,3,1034,2021-09-13
2021-09-14T09-51-44-150252_1,3,1076,2021-09-14
2021-09-14T09-51-44-150252_2,1,1048,2021-09-14
2021-09-14T09-51-44-151254_3,3,1043,2021-09-14
2021-09-14T09-51-44-151254_4,3,1023,2021-09-14
2021-09-15T09-51-44-151254_1,3,1099,2021-09-15
2021-09-15T09-51-44-151254_2,1,1023,2021-09-15
2021-09-15T09-51-44-151254_3,3,1034,2021-09-15
2021-09-15T09-51-44-151254_4,3,1009,2021-09-15
2021-09-15T09-51-44-152252_5,2,1001,2021-09-15
2021-09-15T09-51-44-152252_6,3,1042,2021-09-15
2021-09-15T09-51-44-152252_7,3,1055,2021-09-15
2021-09-15T09-51-44-152252_8,1,1074,2021-09-15
2021-09-15T09-51-44-152252_9,1,1013,2021-09-15
2021-09-15T09-51-44-153255_9,1,1013,2021-09-15
2021-09-15T09-51-44-153255_10,1,1090,2021-09-15
2021-09-15T09-51-44-153255_11,3,1064,2021-09-15
2021-09-15T09-51-44-153255_12,2,1082,2021-09-15
2021-09-15T09-51-44-153255_14,2,1039,2021-09-15
2021-09-15T09-51-44-153255_15,2,1056,2021-09-15
2021-09-15T09-51-44-153255_16,1,1029,2021-09-15
2021-09-16T09-51-44-153255_1,3,1031,2021-09-16
2021-09-16T09-51-44-154251_1,3,1031,2021-09-16
2021-09-16T09-51-44-154251_2,3,1041,2021-09-16
2021-09-16T09-51-44-154251_3,2,1046,2021-09-16
2021-09-16T09-51-44-154251_4,1,1016,2021-09-16
2021-09-16T09-51-44-154251_5,2,1098,2021-09-16
2021-09-16T09-51-44-154251_6,2,1006,2021-09-16
2021-09-16T09-51-44-154251_7,2,1042,2021-09-16
2021-09-16T09-51-44-154251_8,2,1094,2021-09-16
2021-09-16T09-51-44-155252_8,2,1094,2021-09-16
2021-09-16T09-51-44-155367_8,2,1094,2021-09-16
2021-09-16T09-51-44-155367_9,3,1052,2021-09-16
2021-09-16T09-51-44-155367_10,2,1056,2021-09-16
2021-09-16T09-51-44-155367_11,2,1095,2021-09-16
2021-09-16T09-51-44-155367_12,2,1044,2021-09-16
2021-09-16T09-51-44-155367_13,2,1039,2021-09-16
2021-09-16T09-51-44-156368_13,2,1039,2021-09-16
2021-09-16T09-51-44-156368_15,2,1088,2021-09-16
2021-09-16T09-51-44-156368_16,1,1026,2021-09-16
2021-09-16T09-51-44-156368_17,2,1077,2021-09-16
2021-09-16T09-51-44-156368_18,2,1002,2021-09-16
2021-09-16T09-51-44-156368_19,3,1073,2021-09-16
2021-09-16T09-51-44-156368_20,2,1040,2021-09-16
2021-09-16T09-51-44-156368_21,1,1021,2021-09-16
2021-09-16T09-51-44-156368_23,1,1032,2021-09-16
2021-09-16T09-51-44-157369_23,1,1032,2021-09-16
2021-09-16T09-51-44-157369_24,2,1012,2021-09-16
2021-09-16T09-51-44-157369_26,3,1053,2021-09-16
2021-09-16T09-51-44-157369_28,2,1060,2021-09-16
2021-09-16T09-51-44-157369_29,3,1065,2021-09-16
2021-09-16T09-51-44-157369_30,3,1082,2021-09-16
2021-09-16T09-51-44-157369_32,3,1050,2021-09-16
2021-09-16T09-51-44-158368_32,3,1050,2021-09-16
2021-09-16T09-51-44-158368_33,2,1059,2021-09-16
2021-09-16T09-51-44-158368_34,3,1047,2021-09-16
